timestamp,left_ear,right_ear,mean_ear,mar,pitch_deg,yaw_deg,score,alarm_stage
2026-03-07T09:18:31.718941,0.334,0.312,0.323,0.005,-34.7,8.4,0.0,0
2026-03-07T09:18:31.818615,0.341,0.311,0.326,0.004,-34.9,8.5,0.0,0
2026-03-07T09:18:31.923547,0.341,0.313,0.327,0.006,-32.8,10.2,0.1,0
2026-03-07T09:18:32.030910,0.336,0.309,0.323,0.062,-29.6,8.0,0.2,0
2026-03-07T09:18:32.113468,0.341,0.317,0.329,0.019,-31.1,8.5,0.2,0
2026-03-07T09:18:32.228534,0.332,0.312,0.322,0.004,-31.8,7.5,0.3,0
2026-03-07T09:18:32.323450,0.341,0.317,0.329,0.003,-34.3,6.3,0.4,0
2026-03-07T09:18:32.418737,0.358,0.330,0.344,0.003,-33.2,6.4,0.5,0
2026-03-07T09:18:32.540523,0.365,0.341,0.353,0.003,-32.4,4.8,0.5,0
2026-03-07T09:18:32.630355,0.345,0.324,0.335,0.003,-31.4,3.3,0.6,0
2026-03-07T09:18:32.736093,0.361,0.344,0.353,0.005,-28.8,2.7,0.7,0
2026-03-07T09:18:32.815258,0.349,0.326,0.337,0.002,-23.2,0.9,0.7,0
2026-03-07T09:18:32.929657,0.340,0.329,0.335,0.005,-21.2,-0.7,0.8,0
2026-03-07T09:18:33.024155,0.343,0.333,0.338,0.005,-23.8,-0.5,0.9,0
2026-03-07T09:18:33.129848,0.341,0.334,0.338,0.006,-25.4,0.9,1.0,0
2026-03-07T09:18:33.245702,0.339,0.328,0.334,0.006,-24.4,0.7,1.0,0
2026-03-07T09:18:33.332319,0.333,0.325,0.329,0.007,-24.2,0.6,1.1,0
2026-03-07T09:18:33.435976,0.341,0.326,0.334,0.002,-24.1,1.9,1.2,0
2026-03-07T09:18:33.539540,0.351,0.326,0.339,0.002,-25.3,3.1,1.2,0
2026-03-07T09:18:33.632774,0.343,0.320,0.332,0.004,-24.7,4.3,1.3,0
2026-03-07T09:18:33.728368,0.337,0.308,0.323,0.004,-24.8,5.3,1.4,0
2026-03-07T09:18:33.822564,0.336,0.311,0.324,0.002,-23.8,5.6,1.5,0
2026-03-07T09:18:33.931365,0.341,0.318,0.329,0.006,-24.6,4.4,1.5,0
2026-03-07T09:18:34.042969,0.332,0.306,0.319,0.005,-26.7,4.8,1.6,0
2026-03-07T09:18:34.140958,0.324,0.300,0.312,0.007,-25.9,4.8,1.7,0
2026-03-07T09:18:34.246048,0.328,0.305,0.316,0.006,-26.1,4.6,1.8,0
2026-03-07T09:18:34.310550,0.330,0.305,0.317,0.004,-25.6,5.6,1.8,0
2026-03-07T09:18:34.451616,0.342,0.320,0.331,0.007,-22.1,4.4,1.9,0
2026-03-07T09:18:34.554506,0.336,0.319,0.327,0.006,-22.1,3.8,2.0,0
2026-03-07T09:18:34.630669,0.333,0.316,0.324,0.006,-25.1,4.1,2.0,0
2026-03-07T09:18:34.704217,0.328,0.312,0.320,0.004,-26.0,4.4,2.1,0
2026-03-07T09:18:34.840111,0.320,0.305,0.313,0.004,-26.7,4.4,2.2,0
2026-03-07T09:18:34.933566,0.330,0.317,0.323,0.006,-26.9,4.4,2.3,0
2026-03-07T09:18:35.013588,0.334,0.315,0.324,0.006,-26.3,4.5,2.3,0
2026-03-07T09:18:35.107927,0.325,0.305,0.315,0.005,-27.1,5.1,2.4,0
2026-03-07T09:18:35.264200,0.322,0.290,0.306,0.006,-26.4,4.6,2.5,0
2026-03-07T09:18:35.325736,0.327,0.295,0.311,0.005,-25.7,4.5,2.5,0
2026-03-07T09:18:35.407075,0.332,0.298,0.315,0.005,-25.4,4.8,2.6,0
2026-03-07T09:18:35.508570,0.328,0.293,0.311,0.005,-25.4,5.2,2.7,0
2026-03-07T09:18:35.625296,0.326,0.290,0.308,0.005,-25.5,5.2,2.8,0
2026-03-07T09:18:35.715352,0.321,0.283,0.302,0.005,-26.6,5.2,2.8,0
2026-03-07T09:18:35.811635,0.332,0.291,0.311,0.005,-26.4,4.9,2.9,0
2026-03-07T09:18:35.925402,0.327,0.293,0.310,0.007,-26.2,5.2,3.0,0
2026-03-07T09:18:36.022955,0.329,0.294,0.311,0.005,-24.7,6.3,3.0,0
2026-03-07T09:18:36.117740,0.341,0.303,0.322,0.007,-23.4,7.3,3.1,0
2026-03-07T09:18:36.231383,0.339,0.301,0.320,0.006,-21.4,8.3,3.2,0
2026-03-07T09:18:36.324917,0.347,0.300,0.324,0.007,-20.3,8.4,3.3,0
2026-03-07T09:18:36.422354,0.355,0.318,0.336,0.004,-19.4,7.8,3.2,0
2026-03-07T09:18:36.521579,0.355,0.321,0.338,0.005,-20.3,7.8,3.2,0
2026-03-07T09:18:36.626860,0.376,0.354,0.365,0.010,-23.4,5.5,3.1,0
2026-03-07T09:18:36.737822,0.355,0.330,0.343,0.008,-25.1,5.4,3.1,0
2026-03-07T09:18:36.823350,0.352,0.318,0.335,0.008,-25.8,6.4,3.2,0
2026-03-07T09:18:36.939860,0.363,0.326,0.345,0.005,-25.9,6.5,3.3,0
2026-03-07T09:18:37.031567,0.364,0.325,0.345,0.005,-25.8,7.2,3.4,0
2026-03-07T09:18:37.129305,0.364,0.324,0.344,0.007,-25.9,7.5,3.4,0
2026-03-07T09:18:37.247599,0.362,0.322,0.342,0.005,-23.4,9.3,3.5,0
2026-03-07T09:18:37.336652,0.366,0.326,0.346,0.003,-20.4,10.5,3.5,0
2026-03-07T09:18:37.431121,0.358,0.316,0.337,0.005,-23.1,8.3,3.5,0
2026-03-07T09:18:37.524516,0.334,0.296,0.315,0.004,-26.2,6.4,3.5,0
2026-03-07T09:18:37.634792,0.338,0.295,0.317,0.007,-26.8,6.2,3.6,0
2026-03-07T09:18:37.739857,0.085,0.067,0.076,0.011,-23.7,6.3,3.7,0
2026-03-07T09:18:37.838334,0.070,0.058,0.064,0.011,-24.2,6.7,4.0,0
2026-03-07T09:18:37.948333,0.075,0.067,0.071,0.010,-23.9,6.9,4.3,0
2026-03-07T09:18:38.040084,0.065,0.057,0.061,0.008,-23.4,7.2,4.5,0
2026-03-07T09:18:38.134551,0.074,0.062,0.068,0.009,-24.3,6.5,4.8,0
2026-03-07T09:18:38.258298,0.073,0.063,0.068,0.011,-24.4,6.6,5.1,0
2026-03-07T09:18:38.327771,0.081,0.075,0.078,0.008,-24.3,6.3,5.3,0
2026-03-07T09:18:38.458414,0.086,0.069,0.078,0.009,-24.7,6.3,5.6,0
2026-03-07T09:18:38.557674,0.090,0.078,0.084,0.010,-24.7,7.0,5.9,0
2026-03-07T09:18:38.628580,0.089,0.071,0.080,0.009,-24.2,6.4,6.1,0
2026-03-07T09:18:38.707652,0.091,0.084,0.088,0.006,-24.4,6.4,6.4,0
2026-03-07T09:18:38.869818,0.083,0.082,0.083,0.007,-24.1,6.5,6.7,0
2026-03-07T09:18:38.933508,0.078,0.079,0.078,0.005,-25.5,6.3,7.0,0
2026-03-07T09:18:39.020373,0.082,0.088,0.085,0.005,-25.8,6.4,7.2,0
2026-03-07T09:18:39.136665,0.088,0.088,0.088,0.006,-24.7,6.5,7.5,0
2026-03-07T09:18:39.217466,0.087,0.088,0.088,0.007,-25.8,6.3,7.7,1
2026-03-07T09:18:39.315233,0.117,0.138,0.128,0.005,-26.3,5.8,8.0,1
2026-03-07T09:18:39.423633,0.152,0.224,0.188,0.006,-26.5,5.7,8.3,1
