timestamp,event_type,duration_sec
2026-03-07T08:54:19.837396,closed,3.23
2026-03-07T08:54:23.091942,closed,2.97
2026-03-07T08:54:32.140281,closed,5.00
2026-03-07T08:54:37.207966,closed,2.93
2026-03-07T08:54:48.399254,closed,2.76
2026-03-07T08:54:51.595518,closed,2.39
