timestamp,left_ear,right_ear,mean_ear,mar,pitch_deg,yaw_deg,score,alarm_stage
2026-03-07T08:57:56.435321,0.344,0.291,0.318,0.176,-11.9,14.0,0.0,0
2026-03-07T08:57:56.552383,0.324,0.273,0.298,0.003,-14.9,15.1,0.0,0
2026-03-07T08:57:56.633355,0.340,0.281,0.311,0.005,-14.8,15.9,0.0,0
2026-03-07T08:57:56.744145,0.335,0.281,0.308,0.006,-15.8,14.5,0.0,0
2026-03-07T08:57:56.833323,0.352,0.297,0.324,0.003,-16.3,18.8,0.0,0
2026-03-07T08:57:56.942269,0.376,0.313,0.345,0.006,-17.3,19.1,0.0,0
2026-03-07T08:57:57.037458,0.351,0.302,0.327,0.004,-19.7,14.7,0.0,0
2026-03-07T08:57:57.130783,0.359,0.306,0.332,0.002,-20.0,14.1,0.0,0
2026-03-07T08:57:57.256587,0.172,0.132,0.152,0.003,-16.6,13.8,0.0,0
2026-03-07T08:57:57.339798,0.066,0.054,0.060,0.005,-17.6,12.8,0.2,0
2026-03-07T08:57:57.451437,0.082,0.054,0.068,0.008,-16.0,12.8,0.4,0
2026-03-07T08:57:57.554593,0.063,0.047,0.055,0.007,-18.2,12.7,0.6,0
2026-03-07T08:57:57.640827,0.121,0.093,0.107,0.007,-20.0,12.5,0.8,0
2026-03-07T08:57:57.737496,0.157,0.144,0.150,0.006,-19.9,11.6,1.0,0
2026-03-07T08:57:57.832099,0.157,0.177,0.167,0.004,-18.9,12.2,1.2,0
2026-03-07T08:57:57.943520,0.162,0.190,0.176,0.004,-18.6,10.4,1.4,0
2026-03-07T08:57:58.039362,0.123,0.165,0.144,0.023,-22.6,5.4,1.6,0
2026-03-07T08:57:58.152290,0.149,0.217,0.183,0.040,-25.0,1.8,1.8,0
2026-03-07T08:57:58.246485,0.159,0.262,0.211,0.102,-23.6,0.6,2.0,0
2026-03-07T08:57:58.348352,0.160,0.269,0.214,0.024,-24.1,1.8,2.1,0
2026-03-07T08:57:58.441300,0.164,0.261,0.212,0.055,-25.6,0.1,2.2,0
2026-03-07T08:57:58.564228,0.167,0.255,0.211,0.144,-22.7,-1.1,2.2,0
2026-03-07T08:57:58.632836,0.170,0.261,0.215,0.024,-25.0,-0.2,2.3,0
2026-03-07T08:57:58.745525,0.147,0.258,0.203,0.015,-25.2,0.2,2.4,0
2026-03-07T08:57:58.854281,0.149,0.250,0.199,0.068,-22.9,0.2,2.4,0
2026-03-07T08:57:58.949939,0.143,0.253,0.198,0.099,-23.3,-0.3,2.6,0
2026-03-07T08:57:59.016411,0.152,0.245,0.198,0.039,-24.3,-0.2,2.8,0
2026-03-07T08:57:59.156507,0.169,0.241,0.205,0.118,-24.8,-0.7,2.8,0
2026-03-07T08:57:59.259759,0.156,0.234,0.195,0.071,-24.6,-0.0,3.0,0
2026-03-07T08:57:59.328011,0.170,0.245,0.208,0.005,-25.7,0.3,3.1,0
2026-03-07T08:57:59.421740,0.172,0.239,0.206,0.029,-24.1,-0.5,3.2,0
2026-03-07T08:57:59.582635,0.192,0.264,0.228,0.010,-24.5,-0.8,3.3,0
2026-03-07T08:57:59.651133,0.251,0.297,0.274,0.133,-22.5,-1.5,3.4,0
2026-03-07T08:57:59.718161,0.317,0.328,0.322,0.050,-23.5,-0.2,3.4,0
2026-03-07T08:57:59.834206,0.322,0.337,0.330,0.018,-22.9,3.4,3.5,0
2026-03-07T08:57:59.969777,0.299,0.318,0.309,0.112,-20.0,0.6,3.5,0
2026-03-07T08:58:00.042563,0.220,0.140,0.180,0.031,-14.9,-2.3,3.5,0
2026-03-07T08:58:00.122635,0.239,0.175,0.207,0.007,-25.7,-2.9,3.5,0
2026-03-07T08:58:00.244303,0.277,0.315,0.296,0.005,-24.7,0.4,3.5,0
2026-03-07T08:58:00.350694,0.310,0.343,0.326,0.006,-23.8,-0.0,3.5,0
2026-03-07T08:58:00.421372,0.332,0.387,0.360,0.020,-26.1,0.8,3.6,0
2026-03-07T08:58:00.527394,0.293,0.353,0.323,0.011,-27.5,1.5,3.7,0
2026-03-07T08:58:00.636409,0.199,0.226,0.213,0.014,-18.8,3.2,3.7,0
2026-03-07T08:58:00.914721,0.246,0.298,0.272,0.016,-28.3,2.0,3.7,0
