timestamp,event_type,duration_sec
2026-03-07T08:26:50.516416,yawn,0.00
2026-03-07T08:26:52.440512,closed,1.80
2026-03-07T08:27:03.488692,yawn,0.00
2026-03-07T08:27:16.566864,yawn,0.00
2026-03-07T08:28:03.269088,yawn,0.00
2026-03-07T08:28:12.872351,closed,2.16
2026-03-07T08:28:15.122169,closed,4.37
2026-03-07T08:28:22.422221,closed,8.16
2026-03-07T08:28:35.617884,closed,2.78
2026-03-07T08:28:40.084817,closed,8.18
2026-03-07T08:29:12.817444,closed,1.66
