timestamp,event_type,duration_sec
2026-03-07T08:19:33.842180,yawn,0.00
2026-03-07T08:19:42.129456,yawn,0.00
2026-03-07T08:19:50.961743,yawn,0.00
2026-03-07T08:20:19.524739,closed,2.80
2026-03-07T08:20:32.121657,closed,5.06
2026-03-07T08:20:43.206377,closed,5.62
2026-03-07T08:20:51.180335,closed,7.01
2026-03-07T08:21:09.836572,closed,7.81
2026-03-07T08:21:18.246180,closed,2.72
2026-03-07T08:21:36.167283,closed,2.09
2026-03-07T08:21:40.391050,closed,4.12
