timestamp,event_type,duration_sec
2026-03-07T08:58:04.553818,closed,2.48
2026-03-07T08:58:08.016261,closed,1.51
2026-03-07T08:58:10.229741,closed,3.12
2026-03-07T08:58:16.216345,closed,8.02
2026-03-07T08:58:27.488157,closed,5.27
2026-03-07T08:58:44.541419,closed,3.56
2026-03-07T08:58:57.111060,yawn,0.00
