timestamp,event_type,duration_sec
2026-03-07T08:37:31.584877,closed,2.39
2026-03-07T08:37:34.190710,closed,5.95
2026-03-07T08:37:44.304499,closed,1.79
2026-03-07T08:37:47.203473,closed,6.26
2026-03-07T08:37:55.170903,closed,2.29
2026-03-07T08:37:58.045947,closed,1.52
2026-03-07T08:38:09.556995,closed,1.90
